,customer_id,time,amount,became_member_on,gender,age,income
14054,bca3d652a04a43fb9b5b21b6b713f122,0,9.12,2017-08-25,M,46,56000.0
14056,dffe25b1294f4166a72f73f57926214e,0,16.89,2017-10-31,F,61,77000.0
14063,834dede1a06246598ffddc82d4ef02e9,0,0.54,2016-12-21,F,43,61000.0
14069,9cf1682aa5a640bcba316127b48d8777,0,1.67,2015-06-16,F,59,38000.0
14082,2bd89e48c6b44c2c8f4742c4188af542,0,21.31,2018-06-06,M,55,76000.0
14084,41c277ecffe74f16be9c7033c632340c,0,12.98,2014-11-26,M,56,51000.0
14085,4f822bd53d0d4af2b511355890d33c07,0,22.73,2016-01-27,M,54,92000.0
14097,43005ea0767043898ec9ae15e0a64e33,0,19.68,2016-02-14,F,73,72000.0
14099,7a1eda9ab570490688846e6866d001b5,0,6.13,2017-10-07,,118,
14105,2704e553ed8143569367e34c7c620f5f,0,8.71,2016-08-24,F,28,34000.0
14111,f052f7c3f89044f9bb7097a72e62101c,0,10.99,2018-04-10,F,19,55000.0
14114,d643a3df453d42f4a5790a1ffb15b488,0,13.18,2016-05-06,F,56,66000.0
14116,156991c53ab349b199fb03958d4e5c1f,0,13.48,2017-10-30,M,46,53000.0
14118,b9fb3437f5834ceea799641d482ce345,0,0.38,2018-03-24,M,76,50000.0
14121,347a75e83b70480ba7b53c7f737ebb4a,0,7.44,2015-12-25,F,82,55000.0
14125,5db2207d5a194b81b986f37107ef63f7,0,2.36,2017-11-17,,118,
14127,e8edeba1d53f4526bebb3071f18c9396,0,8.51,2016-12-15,M,33,56000.0
14133,e020fbd77c5445d6be1d8fba3dea9934,0,11.26,2015-11-13,M,41,52000.0
14137,c0bd78afa1dc4ab6a0e937465fca7e6b,0,1.05,2017-01-20,,118,
14139,9c1ab40805084b168ad8a4ad2d8e698f,0,8.44,2017-06-14,M,72,43000.0
14146,4d532ed0e6de4994a4eb3d04de0b3bc7,0,20.27,2018-05-01,F,26,64000.0
14148,1a39a01830e44e4aaa9aa037c23b4bcc,0,7.99,2015-01-24,M,19,71000.0
14150,3136a7b5dda645718108505f7aa4fdaf,0,11.4,2017-07-18,M,50,39000.0
14154,7bb31864f78149fdb3eb9d49d05b3b1c,0,0.9,2013-12-30,F,40,47000.0
14156,3a58b97700eb428fa009d78d0fd1f367,0,3.79,2017-02-26,M,37,56000.0
14162,869877ca821a4a0c8398e47cdc4b4312,0,21.7,2017-12-07,F,55,71000.0
14165,d80115e2c3fa4b2fa68c65199e7dbb83,0,12.42,2017-04-04,F,28,35000.0
14168,a4623fed77d44af6a5529344bc8e3d7c,0,3.81,2018-06-08,M,44,48000.0
14171,85634b9657234480a332e9b3f13a465e,0,7.12,2015-08-04,M,81,67000.0
14174,ef0523204bd24631adf29b78048dc6ef,0,26.15,2016-03-23,M,60,91000.0
14177,9c53c8d4129d41908edaf53e2865baf5,0,2.91,2018-01-04,M,27,31000.0
14184,798acbe369c3485cad0bc53e23f75d1d,0,4.13,2017-09-15,O,30,48000.0
14187,dfc59d52b6674c21aa7f077071dacfd8,0,4.36,2017-02-13,M,26,38000.0
14191,9807a408d97540b4ab334e87d0fd0f81,0,16.29,2016-10-03,M,62,102000.0
14196,9d1a80ee80274a7b843e92e17208c99b,0,7.72,2016-07-26,F,29,32000.0
14202,abd6e8f0ea7d4f0f877e1683213dabb9,0,4.51,2015-12-04,M,38,45000.0
14210,2e09ec8fe20b4e2db9fc1c2022dcd3d7,0,2.79,2018-01-08,M,41,41000.0
14211,8c14daeddfbe41c4bc574cfc6acdf2ff,0,8.75,2017-09-21,M,60,40000.0
14217,4e755b41845349b4bc3c2ae60902ee13,0,16.91,2016-10-27,F,76,66000.0
14223,79e0e0838fb4443e8fcd50efd81c0648,0,17.99,2016-05-24,F,57,74000.0
14228,f52a06f0bda94025b6d9d8ed0b9d1c44,0,3.37,2017-12-12,M,77,49000.0
14233,5f30c36ecf5f47eba13fad31c9e5eeb9,0,3.87,2016-09-19,M,70,46000.0
14236,e88b9aaa938c446289fb909cffeaa255,0,29.37,2015-08-06,F,76,114000.0
14240,b4fab356e0a94cd3912b53c475573909,0,9.49,2016-10-06,F,49,56000.0
14242,979166cfc1034fb19adbe7b4c8485712,0,24.01,2017-12-23,F,78,82000.0
14247,7c04f1c0d5764d878c4301062c245ecd,0,17.76,2015-08-08,F,29,45000.0
14252,cc92218e84a0477eb5dfa2433f1317ba,0,2.42,2018-06-06,,118,
14255,8473f9b56d92467c98e27741cb144838,0,1.3,2018-04-05,F,31,71000.0
14256,197d46b7352e44868664494da872267d,0,0.36,2017-11-23,F,50,63000.0
14258,37f7b59a483e4201bf5fc0d99978622f,0,30.51,2015-08-29,F,59,55000.0
14260,9643b1f0557945f2940b96743fd128e4,0,11.81,2017-11-05,F,86,70000.0
14264,aa8159bbe9134ccfb6d7807714c8ea19,0,12.41,2018-03-19,M,78,52000.0
14266,7fb6bf3c081b41ceb3609d53c87110d7,0,0.47000000000000003,2015-10-16,M,65,33000.0
14278,22d072830a384100928fbbc313e6184a,0,6.67,2013-09-06,M,72,31000.0
14282,53879247fce049dd9e8d55da657fe9a1,0,27.23,2016-12-20,M,74,70000.0
14287,5a2b2d10e2de43d3bb4bb67d8ce3b1df,0,3.47,2017-09-01,M,20,35000.0
14288,9ceb61240a224e9698fcbdae9164e843,0,1.47,2014-12-15,M,53,57000.0
14290,872683bcd7534cebbed03becb39014d9,0,33.74,2014-08-27,F,46,96000.0
14293,9aa11a3cdbac4c0192706ac2b7aa40da,0,4.32,2018-07-05,M,49,38000.0
14295,ac3832e7bd014acd9b311c1ac5e3cb5f,0,14.93,2018-01-02,M,24,57000.0
14299,eede24fefb4a421097e3bfb6979c828c,0,6.05,2017-08-19,M,94,74000.0
14304,dc2b465941b64c7dad3c60e77cac200a,0,1.37,2013-09-16,M,29,59000.0
14311,3423953f128c4cdc84b123eb6f5f4c40,0,0.89,2017-08-07,M,47,34000.0
14314,d8a7d08af02243ae8ba4206010bb57f9,0,1.49,2014-07-08,F,60,46000.0
14321,27e9b15f6003425495278e6aa2ea2366,0,16.78,2015-11-21,M,41,64000.0
14324,2e6f1b4a2bea4207bcfbcee2b6efcdbc,0,17.0,2017-02-20,F,53,73000.0
14332,1bc293f211a84d2c970e085e551a1c7a,0,2.65,2017-09-30,M,66,69000.0
14335,1f9b6e1cebeb48dcb6cd5965b408c989,0,4.14,2017-08-19,F,33,30000.0
14339,639f9a6b3b7343e8a0e9e1851c30b867,0,14.88,2017-07-02,M,60,51000.0
14345,0975267d50f7470da79d18591352e13d,0,17.48,2017-12-07,F,53,62000.0
14350,84bfaf462c614a21a2c916bbb5396796,0,1.01,2014-06-16,M,34,35000.0
14352,25c89cd833a04d51b76510b1ae335476,0,2.62,2017-06-19,M,23,59000.0
14355,a6c6bc7bbbaa46f4a7c36d036cf537b2,0,13.06,2018-01-17,F,64,76000.0
14358,a6786827eeb44ccfb2e5907382f8cb31,0,9.82,2018-05-12,F,58,51000.0
14361,4d92b09622154b3e91408fc407d34aae,0,6.83,2014-02-04,M,72,31000.0
14366,a2a61641e2d84d66b4c59266e4ddc4f9,0,1.16,2017-01-03,M,67,52000.0
14371,919fd37f06054f548f34da7cb110eef6,0,4.37,2017-10-13,,118,
14375,b77a7ad3e61243908235f4427c79bf34,0,30.2,2015-11-16,F,51,106000.0
14384,4004ab48104f402aa580c53b4d09d9dd,0,2.4,2016-12-02,,118,
14385,566d06e7dfea40d7b0db51a5898895d2,0,1.98,2018-07-17,,118,
14389,581ad5ee9b9f438a8856a94b9710ec45,0,16.87,2015-11-17,F,77,80000.0
14395,3964c9d017984279866a8496b9cd2156,0,2.15,2013-10-31,,118,
14396,359b82a36b544b5cbbe1cb3054942385,0,0.98,2018-04-21,M,72,47000.0
14398,0ebdcb7cf7454897882063fcaf6ef948,0,1.11,2017-12-10,M,65,50000.0
14401,f3f6c8c262ff4a7eba241cc1d8c1836d,0,3.85,2018-02-21,F,65,56000.0
14413,6e4ad98a2a14451e97775878b5498f76,0,0.8,2016-08-26,M,55,37000.0
14420,aea3357bef1c44a180ae8e217df12fa0,0,11.71,2016-09-30,M,57,30000.0
14422,565001cd51f84213b39cc32402aa15a9,0,19.74,2017-09-02,F,25,62000.0
14423,32eb794b02e2405abcfd9a8a71eccb8d,0,3.8,2015-08-04,,118,
14426,1a56f12f57914c99a5df8e7567e552ef,0,1.63,2016-02-18,,118,
14429,741d5560b72c438092cffca139177734,0,3.8200000000000003,2015-04-24,F,26,61000.0
14432,316ff0fdde4547b68c6aefe8d362f4f6,0,4.3,2017-07-13,F,95,32000.0
14438,f2831d9607204d169b592b1f3559dc81,0,4.68,2017-02-09,M,72,55000.0
14445,2d05ba02bca448b3a9432aa8ff7f4415,0,0.65,2013-11-24,M,62,45000.0
14446,492a8df7d5e44c019fbb85992ac58862,0,14.25,2015-11-18,F,50,79000.0
14447,3d96145e23b34d41a358fbe428292761,0,4.23,2018-05-27,M,62,66000.0
14449,f8e1a46daab849268feecf21ba67ae50,0,17.43,2016-04-02,M,58,79000.0
14457,80bc3a67e3ff43c491da0f3cd28bc3fa,0,16.1,2016-03-13,F,57,60000.0
14461,25a6a84ea8f74fcaac3768c839b1a8a6,0,20.5,2016-01-29,F,58,76000.0
14465,3de0f837e72d42799c8e8cdd0f26ea39,0,8.89,2017-11-12,M,29,43000.0
14471,a95c94e9e8444d3ea4e10d2b96c6bba4,0,2.29,2015-05-16,F,38,35000.0
14472,91076437219d41eeab0035d1e1419925,0,26.8,2016-03-24,M,63,116000.0
14475,3801445b29d242819b5ad3215975f038,0,2.07,2017-07-30,M,21,50000.0
14481,a8fcc392843343428db13c0814f7d5b3,0,23.5,2015-11-26,F,89,87000.0
14485,2826b466083844f89c89e2a9214d8e2a,0,2.76,2014-01-28,M,28,66000.0
14487,11edb6a7da284f19a8a1da5e7c0c9652,0,21.71,2017-08-31,M,41,94000.0
14493,88db910b5b2f414ca7038d8df1faf251,0,6.99,2015-09-27,M,30,43000.0
14496,503fef82528c45d6964b9b7ac5bbb24b,0,2.66,2018-04-30,M,78,46000.0
14499,bd2d0757942946aeb62f5666fec0568b,0,2.48,2017-10-13,M,59,35000.0
14504,b34eb5a525e5497897275dcd8b5e7ff2,0,23.92,2016-01-09,M,57,64000.0
14520,d2482847c5b34aefaa39f55afc669d0f,0,0.63,2016-07-07,M,67,43000.0
14524,eec56f869c1f442b9d464518f5b084c5,0,8.07,2017-04-10,F,38,54000.0
14526,ed84d24d38fd43feab88ed5c6a489124,0,17.95,2016-08-19,F,51,118000.0
14532,da47c4418d464beb8fcd91c25d143d5b,0,1.29,2017-11-26,,118,
14538,8a002fad73574409a600ae538b4e254b,0,4.06,2018-04-27,M,42,39000.0
14540,3d073e2d43f04815a4c84e53b36e3a5c,0,12.76,2017-04-13,F,20,47000.0
14546,9096694eb31b4b9fb9c12fa9c626d028,0,7.01,2016-04-01,M,37,45000.0
14553,c997ff8618074ed9b5c1421ec762c4e7,0,17.7,2016-07-27,M,52,73000.0
14557,184368dab2ce4be0a196e3f6bf72fd9b,0,7.75,2017-09-10,M,62,40000.0
14559,3b65578368194a428d38390dd27cd447,0,2.87,2016-03-19,M,64,32000.0
14563,1be96fc7edd14e428addbbdc7eccdd27,0,2.76,2015-01-16,M,45,56000.0
14566,1f99f39237164b17a8b6848f4ce881c3,0,10.6,2016-11-21,M,49,47000.0
14569,fb0cb6991c80471e985a625af2bfde8f,0,27.49,2017-01-25,F,46,88000.0
14575,b9bd8701220e4b6892138ba2f45ce8a3,0,15.71,2018-06-01,M,40,32000.0
14590,55ff74cf7c3a44f3bd97002c9ed363dc,0,28.5,2017-05-14,F,57,73000.0
14591,75f463e0323742038b0c7e67612cd133,0,0.96,2018-06-04,,118,
14596,906e0eeff3bc43d79e3686adf7232594,0,19.86,2016-06-18,M,94,117000.0
14606,bf5783772fee4f2ab126f07bf3be80f1,0,11.37,2016-10-21,F,29,60000.0
14611,927c00509b334125ba9b845042f3b4b5,0,9.62,2016-10-25,M,42,50000.0
14616,81d8b9eb710c49f6ada2ae0af9fa9be1,0,27.71,2016-05-31,F,49,91000.0
14618,97d591c65b6841cc8dddd85dafcec754,0,2.23,2018-01-22,M,40,48000.0
14620,61e882f4824149cc9bc534308f8a2aa6,0,4.9,2017-03-26,,118,
14621,503678ffaf3f4034aa5101fc69d47c34,0,3.5300000000000002,2018-03-25,M,69,59000.0
14622,1eab10bfe6e84352813a29ef0001f2f2,0,37.92,2017-05-13,M,68,93000.0
14625,2ada553b48184508bad9b4bca1ff13f5,0,1.8900000000000001,2014-04-15,F,69,45000.0
14627,7c6e3fb8f20a444b949c6d94ace44f02,0,10.07,2016-12-21,M,55,73000.0
14633,89471970d2fc4f5ebe1712424467d0b5,0,30.33,2017-03-20,F,56,103000.0
14637,2170ec957f354a51a6e41ecd1a9a8f36,0,20.74,2016-04-01,F,40,72000.0
14639,0c21d96502a64b6c9a90d5ca2b8a7be8,0,1.34,2016-03-15,,118,
14643,650fae5efd544b3d941d0d076028053b,0,3.54,2015-02-26,M,25,59000.0
14647,24319b0f9bdf43709d92140f202c7549,0,0.2,2018-03-21,M,23,38000.0
14675,15da75aeaaa14963b2caaf00d3f69457,0,2.73,2016-04-15,M,51,48000.0
14683,62b56c5998d74cb88df21747d7c50dba,0,6.78,2017-04-28,F,61,34000.0
14686,12adf13711144814b9dabf37838edb47,0,29.99,2017-07-20,M,58,104000.0
14690,5d3f09e7ccb5466d875925d63db35f72,0,23.51,2016-01-27,M,77,84000.0
14694,fe46a70abe4c4aa8b1e7a4a28e49d171,0,0.71,2014-08-12,M,51,36000.0
14697,c4cdf0fdcf6a4350a84e8cc15027cf9f,0,18.69,2017-06-03,M,55,72000.0
14699,b1f46c32073f44fea1483fe394856408,0,0.48,2013-11-18,M,20,37000.0
14700,dde6811f1d3b438187f179963abcac98,0,27.97,2016-06-05,M,71,92000.0
14703,a87dd5ea878444f08ab557b145c5377c,0,9.09,2017-07-09,M,27,62000.0
14715,6cd32ababc644c6c8a2644368c795728,0,3.11,2014-12-11,M,68,54000.0
14719,5020a1a69f4c48749526643389e7e8c3,0,15.0,2016-11-23,M,50,53000.0
14720,2587a4254c8744288dc5e472119a4274,0,4.18,2016-06-14,M,27,41000.0
14722,26de843918834f53b73844559b4b90f2,0,5.49,2016-12-25,M,59,34000.0
14736,62d6bfcd9c554637b92dcd556003a2e2,0,0.47000000000000003,2017-04-02,,118,
14744,f3cd5ab3f77e491a91d854e3f04d04c3,0,12.42,2016-08-04,M,66,52000.0
14745,c5aefbc176c24b2d892c19155a5df84a,0,12.28,2016-12-17,F,91,39000.0
14755,640052628384401ea425fba9441a8d2f,0,19.9,2016-06-28,M,57,72000.0
14760,d0dac503d6f3416aa15c388ce2aff530,0,15.7,2016-01-26,F,62,98000.0
14770,61e18c335a324e0fbadf97cfc07ddb22,0,6.37,2018-02-02,M,72,67000.0
14774,d01a27c670094f73aeee5cf138fa17df,0,12.05,2018-01-05,,118,
14775,bfbad17bdb5343aa89d2424dbf4fe969,0,14.67,2018-03-23,M,58,75000.0
14778,2520c1ca400d43f4bf52ed6f482a6a75,0,37.12,2015-10-09,F,39,99000.0
14781,194c17ebab614744a501d5ef67c3b010,0,26.68,2017-09-12,M,57,101000.0
14783,47e5786909ce4681a09655a8c04de607,0,3.11,2017-08-04,F,91,64000.0
14788,66bacac758ea46f7a08baea5a463ee27,0,2.51,2017-07-11,,118,
14790,dcadc299e3914526acf3eac4815b7930,0,11.09,2017-08-20,M,53,45000.0
14792,87229f6c938e468cb7db6c53894bd1f7,0,1.02,2016-08-03,,118,
14802,d42b3ac8b2b8478da12ac86e708d784a,0,12.81,2017-11-27,M,67,51000.0
14806,90cae853cfaa4f42b5e397d518d7073f,0,0.41000000000000003,2015-09-05,M,66,39000.0
14807,d9e5e0c806da46268f0a1905c6e212c2,0,12.87,2014-09-20,M,55,65000.0
14808,03bbce97de8240359c2706a4c9f537f2,0,2.76,2016-10-19,M,56,52000.0
14809,e6de965c34634eddb597c630f89ce73c,0,4.78,2018-06-03,F,72,56000.0
14811,864162f4e89942f6a1391ac5f2142fc3,0,17.39,2017-07-30,F,47,70000.0
14816,8f9b3a14beef4771a37fc05f1d7574d1,0,2.38,2015-05-30,M,38,37000.0
14817,ce17a75119064a1ebd8b057478f78860,0,6.4,2016-10-25,F,92,41000.0
14825,eadded7715674f5baf27721e68c930e6,0,21.22,2017-05-07,F,54,86000.0
14835,2297b19f7fdb4ca3bcb1cbf74209b77b,0,24.01,2016-04-03,F,31,60000.0
14836,f66fac9c993d4717802a635c7a34a852,0,1.04,2017-12-03,M,20,67000.0
14841,cef16ae4af0347b0970481285954a0b1,0,27.14,2018-03-14,F,67,95000.0
14845,dcb02091ffbd4d6ab1375ee64a8b180b,0,14.58,2015-10-03,F,94,84000.0
14847,3afdcadc6c364dbd93a68d29b6abbcb8,0,5.4,2016-01-17,,118,
14850,b9dd94b4eeac44c2b7e3127256772052,0,25.18,2018-01-05,F,83,99000.0
14852,6a8e49db5013461e80bc476507b75dd9,0,4.46,2016-03-21,M,49,32000.0
14853,0cbc5b2f775f4ae69b79196ec2ee061e,0,12.59,2017-07-23,O,59,40000.0
14859,55f3d55244f349f58341a1aa340f9368,0,0.18,2017-10-02,,118,
14862,2bd1b8cdd34f4e6d99c1d243cb7b1707,0,15.15,2014-04-18,M,91,58000.0
14866,0ff55591a7c54f74b0c125c9ba18590d,0,13.26,2016-12-13,M,63,50000.0
14869,0934fd310ac249179c6b61292cc14e8c,0,3.48,2017-10-27,F,49,32000.0
14875,7c71f8ffe26d47d996e8d2ac54cda7c6,0,19.86,2017-05-24,F,68,79000.0
14877,9109b199a0e14ec4be054d2de0ab317d,0,1.18,2017-01-22,M,22,35000.0
14879,c9f8fc7c8a614ca7af15206f59f99cb2,0,13.53,2017-08-29,F,53,69000.0
14892,a92d74444f7e4cb18181555dfa9b3564,0,0.11,2016-07-30,,118,
14893,f2b8206c03384a19819420abd6c80680,0,6.32,2017-05-05,F,52,34000.0
14899,95d2b968664943d389bc24a6186d7495,0,5.88,2018-01-31,M,40,47000.0
14900,2fb4578848f34ce4b779cdf4e7baa732,0,21.4,2015-12-16,M,51,81000.0
14906,2e6aab1dfef6443aa00ab9567c72e4b5,0,4.37,2013-10-24,M,23,53000.0
14908,ad25a45d327f416a9e252eeb8836e93e,0,38.34,2018-05-05,M,70,75000.0
14909,c09974715bbc429eb7145eb6b0235852,0,1.87,2016-10-29,F,66,32000.0
14917,80d383309b50469e909b58162d610253,0,2.12,2017-02-28,,118,
14919,ebb255b6cc84433786f71c37f80ce14a,0,6.85,2018-03-12,F,71,32000.0
14937,8692060470dd472385a617029e19fc91,0,23.9,2015-11-16,F,80,98000.0
14943,7faec15c440b47eab0968e90dea5b281,0,2.5300000000000002,2016-09-03,M,21,54000.0
14947,58487861a6b946d2b3c4c206ae5f0db5,0,2.79,2016-12-03,,118,
14953,1512f8872f5443d69b4416bbf672dcb9,0,24.64,2017-11-23,M,45,58000.0
14965,ebb2777279f04d7b85d630dd1ffd70b4,0,16.05,2016-03-29,F,61,51000.0
14966,2d0006044f9b46ee8f65298b3abe8447,0,0.61,2018-05-25,,118,
14967,18b6d5247da54b0b8a9ae35505852d77,0,1.44,2017-07-05,M,42,54000.0
14973,3dc3a03a40254297ac72836a40895ff1,0,1.1400000000000001,2017-11-19,M,68,32000.0
14978,51fa027ebbc14391b15c9458fc09ba46,0,14.43,2017-09-22,F,76,64000.0
14979,89c233f3e4f04464ac5cc15e55caa1a1,0,13.16,2017-11-07,F,80,52000.0
14986,d52a2606f8654e009920fd75d0fdbf45,0,1.72,2018-06-30,M,18,46000.0
14991,1997b4c538804d42bac6d58c32ec26b4,0,21.11,2017-01-11,M,57,86000.0
15001,c9d4f7fea926489dafd3f4266df8b915,0,1.75,2017-06-15,,118,
15006,dd1069bbc7ef423c9b22bc81aceb6ec1,0,2.06,2013-12-08,M,32,40000.0
15015,249acca93b064e4a81a41c8340e2ef84,0,8.64,2016-06-06,F,95,66000.0
15018,0383a12d3a2d4fbb86ec83bd0c25eead,0,2.65,2017-08-06,M,66,36000.0
15021,d1e603c73e534afc932dad2a4db51533,0,24.97,2017-01-15,F,73,83000.0
15023,d5ed498cb6b24ccf9dfc714d7a7a017c,0,2.7800000000000002,2015-06-01,F,27,60000.0
15027,75f1a3a88b5845feba167c6380f4dba2,0,3.96,2018-05-27,F,35,38000.0
15029,401b7219cb274c57ae4d07232f029e0f,0,21.65,2017-11-11,F,96,87000.0
15039,76f1746d47634fb6a1372d798f81d2e4,0,6.88,2017-06-08,M,61,64000.0
15045,fdb4301dca67480d85e39308505174b7,0,1.8,2014-06-18,M,42,41000.0
15055,c7a6bf2558554bf5954ed506eb3968f1,0,3.13,2014-02-07,M,72,39000.0
15057,cf6c877f4d7d411aa0e3bb4a7a566834,0,0.05,2018-05-16,M,31,36000.0
15064,9aa538ebf4704f10b8c53e221e6e1efe,0,19.54,2017-11-11,M,67,78000.0
15069,72faeca8924a4501ab16088c3de45173,0,3.32,2018-05-03,M,65,32000.0
15070,d9f112275afe4ab996731b75c446cab1,0,21.72,2017-11-05,M,58,52000.0
15076,a35f0ba321a0447991ed2ad2d543a1fa,0,0.2,2018-02-18,,118,
15085,9ab70826a6ae46848c108fd59643355d,0,15.28,2016-09-24,F,39,66000.0
15088,64debcaed4a14d6997444bbecb27b055,0,1.37,2017-12-06,F,90,43000.0
15090,3b3f94dcf71d4d87884b335b9301b1c6,0,9.39,2016-11-19,M,59,72000.0
15093,a7b4125e7dee473cae2c1aa45a7978be,0,27.69,2018-01-09,F,90,85000.0
15096,0d732f0791d34ef393aa6dee0b260ede,0,0.71,2014-01-19,M,80,41000.0
15102,51b0f831aa104090be06c964881db04a,0,0.73,2015-11-09,M,40,63000.0
15107,ed213022de554001874b97fcff479283,0,13.45,2015-11-10,F,63,88000.0
15115,ced3380d8a334054ab0f389572485292,0,11.66,2017-01-12,M,37,47000.0
15118,ac8acdc4d91945789e009a333ccb4e2c,0,28.38,2016-11-11,F,76,80000.0
15122,1d4accd4959644ffbf54d95ce72ce03b,0,28.91,2017-01-08,F,67,86000.0
15126,53ee066c1c7540d9b447d19d152e354e,0,15.04,2017-11-12,F,28,57000.0
15129,24be0137591244c7b191b11c0da21218,0,21.9,2016-03-08,F,49,72000.0
15131,e6e3ef82d604433bafcf9edbbc0b5637,0,10.76,2017-01-06,F,63,53000.0
15134,a5c24057de1147a798422162559bbe83,0,16.56,2018-06-12,M,33,45000.0
15140,b10f5a1006c249dca0faa1c4cbb54322,0,11.36,2018-03-21,M,54,59000.0
15142,d23c69f5c4e94d3facd36be424f32d41,0,18.37,2015-11-16,F,76,65000.0
15145,e1eeb00d88264a7ebcdde3b49e910442,0,16.73,2016-09-14,F,60,79000.0
15147,4fa7957dda024f56b6d211dd8cca6c4d,0,26.47,2017-10-14,F,66,81000.0
15148,ba4f033e94284ee18d2013686b6a8afd,0,44.27,2018-03-03,F,96,103000.0
15150,a6af69d4f60e49adb49022aba7a6392b,0,19.05,2017-03-08,M,51,85000.0
15152,2548f467373b4f4cb328308a90974718,0,3.54,2017-07-27,M,51,73000.0
15160,9871954394374da0b9ba43f7b591bb98,0,13.2,2016-07-24,F,71,32000.0
15164,b5a19a184eb04c08a7c92804a88a4cf6,0,4.98,2016-04-26,M,66,71000.0
15165,d3280ab59cf24b639ca87d7595108e67,0,5.87,2013-08-19,M,23,57000.0
15167,55d520968b7b47b0ba131dc9403aedd2,0,3.46,2017-08-27,F,31,31000.0
15169,6b460739406d4d67aa15755fc238322d,0,5.38,2018-05-09,M,60,54000.0
15172,e8c52866c69f4a44bcb3a012d7cbbcf7,0,19.12,2016-09-22,F,53,52000.0
15182,0860d25635e84c6a95c6f32cae8b9c37,0,17.42,2017-10-22,F,37,63000.0
15190,2cf11dc12eb14bec91363b1a67807206,0,8.25,2016-03-15,F,52,55000.0
15193,9206ea0810554e108e66f0cc3058b539,0,20.81,2017-10-29,M,63,91000.0
15195,8aa88bcb47254fe8940501f64f706574,0,0.6900000000000001,2017-11-07,M,60,31000.0
15198,93afa7690b4545beaa80d6137191a204,0,20.95,2015-11-03,F,57,71000.0
15205,b3f0dd657399447e9a96247f9043a055,0,1.9100000000000001,2017-07-19,M,33,54000.0
15212,15d906eaa284480fb8120f0589368b1d,0,37.18,2016-02-23,M,59,96000.0
15217,d5e2f2e2b5be45ed888c42f4997a6a1f,0,19.01,2016-03-18,M,66,83000.0
15220,f992e2569e2744fbb92e824fac69d2e4,0,8.89,2017-04-13,M,78,52000.0
15221,719b59ab411d4d43a904b69d869670b7,0,3.23,2017-09-16,M,65,47000.0
15225,c2215f480a39490e8830b7700cf6f7b7,0,24.94,2017-05-26,F,38,68000.0
15229,6851449a9192478d86ae6c22e8b93200,0,2.3,2017-11-14,M,40,39000.0
15232,0b12d4acf7224f74a35eba7db6586f57,0,1.6,2017-09-24,,118,
15248,42356a716cc04449888a67939d08a18b,0,20.18,2018-04-11,F,37,51000.0
15251,1bd41beee6624c11a3c8948ab7df415e,0,29.42,2015-12-31,F,78,99000.0
15257,a5b13a923611434dadcb9e000abbd361,0,16.91,2016-07-09,M,64,75000.0
15261,646797fb6f194a698086d585c7d60cc3,0,2.9699999999999998,2017-03-28,M,39,61000.0
15267,64763980a84b4d7d898a734898b82f93,0,11.11,2015-10-26,F,38,39000.0
15271,e3d702e7f76e4b7abf3504037b4618e7,0,13.56,2016-04-25,F,51,58000.0
15276,939a91de62bf4e3b97458132b303c287,0,27.31,2017-09-11,F,46,57000.0
15283,38b88497b30940358be44bd78bdbd071,0,24.27,2016-01-10,F,60,66000.0
15292,e39a6192c3a7476f86a2f15fbfeab53a,0,12.36,2018-06-16,M,25,46000.0
15294,0d9a6758e02e4e11a68d48c22ccd8901,0,0.08,2017-12-07,M,75,58000.0
15298,5432f66d791e4c1582f67ab518ef3489,0,0.33,2018-03-28,,118,
15302,3d6dda5a29c345fa99982972c7012b15,0,33.67,2017-06-23,O,48,94000.0
15305,ff40374e1ece425ea5ced2a3531bbe1c,0,4.87,2018-03-09,M,69,70000.0
15307,f3d90a259baa4c9988144fc5dfb2329a,0,0.22,2017-10-29,,118,
15310,d3cddb41ae3b43edaa67777501c32e45,0,15.64,2017-11-29,M,32,70000.0
15314,d805f98dd0234ed3a1c537b689d15913,0,1.45,2018-06-15,,118,
15323,0ea6ca65121843f4832440ccd6c28973,0,2.66,2018-03-26,M,58,43000.0
15328,fa30b94ef4014d5c9a34d09b785e0d20,0,15.35,2016-02-11,F,59,70000.0
15332,b931ee599e174e9dae6cd6778a4646d8,0,1.13,2014-03-10,F,45,73000.0
15335,c0e7f053eb564c528c3a5a920e7f8604,0,12.28,2018-06-30,M,74,53000.0
15342,36ad26ff59a54c4aa02309eecbc945ca,0,16.18,2016-01-12,F,60,96000.0
15348,bf93fed7206e4e14ae7e04abcb9b1445,0,19.46,2017-05-14,F,20,48000.0
15350,33e69e3b0e7e46299c2d1547e181786c,0,0.43,2017-12-26,F,51,30000.0
15360,d5e320154bed471592aeee77ca14c085,0,7.83,2017-05-19,F,54,48000.0
15364,4b9c06f540a64949a316b804dbb3a822,0,1.62,2015-06-22,F,25,48000.0
15369,10df92b3876142e8a6745c86276057e7,0,9.48,2017-06-10,M,69,85000.0
15375,9f1250e13503459b961c2fc777d5d8c2,0,24.8,2016-02-19,M,45,65000.0
15380,a6fce370a2ce4df995fc4899bfeb3b6a,0,4.33,2017-12-21,O,66,40000.0
15384,7da737495ffd4370be31a6871bef5eb8,0,3.04,2017-11-27,F,36,58000.0
15385,5d284d8835db4300b257e44ae7b51ce6,0,27.38,2017-02-01,F,78,73000.0
